year_from|year_to|predecessor|successor|polity_new_ID|polity_old_ID|polity_long_form_name|conflict_name|contested|overturn|predecessor_assassination|intra_elite|military_revolt|popular_uprising|separatist_rebellion|external_invasion|external_interference
682|734|Jasaw Chan K'awiil I (Ruler A or Ah Cacao)|Yik'in Chan K'awiil (Ruler B)|gt_tikal_late_classic|gt_tikal_late_classic|Late Classic Tikal|None|A|A|A|A|A|A|A|A|A
683|691|Abd Al-Zubayr|Abd al-Malik|sy_umayyad_cal|SyCalUm|Umayyad Caliphate|None|P|P|P|A|A|A|A|P|P
684|684|Zhongzong of Tang (Liu Xiu)|Ruizong of Tang (Li Dan, Jui Tsung)|cn_tang_dyn_1|CnTangE|Tang Dynasty I|None|A|P|A|P|A|A|A|A|A
684|690|Ruizong of Tang (Li Dan, Jui Tsung)|Wu Zhao, Empress Regnant of the Zhou Dynasty (Wu Zetain, Wu Hou)|cn_tang_dyn_1|CnTangE|Tang Dynasty I|None|A|P|A|P|A|A|A|A|A
685|695|Justinian II, Rhinotmetus|Leontius|tr_byzantine_emp_1|TrByzM1|Byzantine Empire I|None|P|P|A|P|P|P|A|A|A
686|697|Jitō|Monmu|jp_asuka|JpAsuka|Asuka|None|A|A|A|A|A|A|A|A|A
687|702|John II Platyn|Theophylactus|it_ravenna_exarchate|ItRav**|Exarchate of Ravenna|None|P|A|A|A|P|A|IP|A|A
688|700|Cunincpert|Liutpert|it_lombard_k|ItLombr|Lombard Kingdom||A|A|A|A|A|A|A|A|A
690|694|Chlodovech (Clovis) IV|Childebert III|fr_merovingian_emp_3|FrMervL|Proto-Carolingian|None|A|IA|IA|IA|IA|IA|IA|IA|IA
690|705|Wu Zhao, Empress Regnant of the Zhou Dynasty (Wu Zhao, Wu Hou)|Zhongzong of Tang (Liu Xiu)|cn_tang_dyn_1|CnTangE|Tang Dynasty I|None|A|P|A|P|A|A|A|A|A
691|705|Abd al-Malik|Al-Walid I|sy_umayyad_cal|SyCalUm|Umayyad Caliphate|None|A|A|A|A|A|A|A|A|A
694|711|Childebert III|Dagobert III|fr_merovingian_emp_3|FrMervL|Proto-Carolingian|None|A|IA|IA|IA|IA|IA|IA|IA|IA
695|698|Leontius|Tiberius III (Apsimar)|tr_byzantine_emp_1|TrByzM1|Byzantine Empire I|None|P|P|A|P|P|A|A|A|A
697|707|Monmu|Empress Genmei|jp_nara|JpNara*|Nara Kingdom|None|A|A|A|A|A|A|A|A|A
698|705|Tiberius III (Apsimar)|Justinian II (restored)|tr_byzantine_emp_1|TrByzM1|Byzantine Empire I|None|P|P|P|P|P|A|A|P|P
700|700|Liutpert|Raginpert|it_lombard_k|ItLombr|Lombard Kingdom||P|P|A|P|A|A|A|A|A
700|700|Raginpert|Aripert II|it_lombard_k|ItLombr|Lombard Kingdom||A|A|A|A|A|A|A|A|A
700|712|Aripert II|Ansprand|it_lombard_k|ItLombr|Lombard Kingdom||A|P|P|P|A|A|A|A|A
700|728|Narsimhavarman II|Parmeshvarvarman II|in_pallava_emp_2|in_pallava_emp_2|Late Pallava Empire||A|A|A|SU|SU|SU|SU|A|A
700|730|Kochchddaiyan Randhir|Marvarman Rajasimha I|in_pandya_emp_2|in_pandya_emp_2|Pandya Dynasty||P|U|U||A|A|A|A|A
702|710|Theophylactus|John III Rizocopus|it_ravenna_exarchate|ItRav**|Exarchate of Ravenna|None|P|A|A|A|A|IP|P|A|A
705|710|Zhongzong of Tang (Liu Xiu)|Ruizong of Tang (Li Dan, Jui Tsung)|cn_tang_dyn_1|CnTangE|Tang Dynasty I|None|A|P|P|A|A|A|A|A|A
705|711|Justinian II (restored)|Philippicus (Bardanes)|tr_byzantine_emp_1|TrByzM1|Byzantine Empire I|None|P|P|P|P|P|A|A|P|P
705|715|Al-Walid I|Sulayman|sy_umayyad_cal|SyCalUm|Umayyad Caliphate|None|P|A|A|P|A|A|A|A|A
707|715|Empress Genmei|Empress Genshō|jp_nara|JpNara*|Nara Kingdom|None|A|A|A|A|A|A|A|A|A
710|711|John III Rizocopus|Scholasticus|it_ravenna_exarchate|ItRav**|Exarchate of Ravenna|None|P|A|P|A|A|A|A|A|A
710|712|Ruizong of Tang (Li Dan, Jui Tsung)|Xuanzong of Tang (Ming of Tang,  Li Longji, Hsuan Tsung)|cn_tang_dyn_1|CnTangE|Tang Dynasty I|None|A|A|A|A|A|A|A|A|A
711|713|Philippicus (Bardanes)|Anastasius II (Artemius)|tr_byzantine_emp_1|TrByzM1|Byzantine Empire I|None|P|P|SU|A|P|P|A|A|A
711|715|Dagobert III|Chilperic II|fr_merovingian_emp_3|FrMervL|Proto-Carolingian|Frankish Civil War (715–718) , Battle of Soissons (718)|P|A|A|P|P|A|P|A|A
712|712|Ansprand|Liutprand|it_lombard_k|ItLombr|Lombard Kingdom||A|A|A|A|A|A|A|A|A
712|744|Liutprand|Hildeprand|it_lombard_k|ItLombr|Lombard Kingdom||A|A|A|A|A|A|A|A|A
712|756|Xuanzong of Tang (Ming of Tang,  Li Longji, Hsuan Tsung)|Suzong of Tang (Li Heng, Su Tsung)|cn_tang_dyn_1|CnTangE|Tang Dynasty I|An Lushan / Anshi Rebellion|A|P|A|P|A|P|A|A|A
713|715|Anastasius II (Artemius)|Theodosius III|tr_byzantine_emp_1|TrByzM1|Byzantine Empire I|None|P|P|A|A|P|A|A|A|A
713|723|Scholasticus|Paul|it_ravenna_exarchate|ItRav**|Exarchate of Ravenna|None|A|A|A|A|A|A|A|A|A
715|717|Theodosius III|Leo III, the Syrian|tr_byzantine_emp_1|TrByzM1|Byzantine Empire I|None|P|P|A|A|P|A|A|A|A
715|717|Sulayman|Umar II|sy_umayyad_cal|SyCalUm|Umayyad Caliphate|None|A|A|A|A|A|A|A|A|A
715|721|Chilperic II|Theuderic IV|fr_merovingian_emp_3|FrMervL|Proto-Carolingian|None|A|A|A|A|A|A|IA|A|A
715|724|Empress Genshō|Shōmu|jp_nara|JpNara*|Nara Kingdom|None|A|A|A|A|A|A|A|A|A
716|746|Sanjaya / Rahyangta|Panangkaran|id_medang_k|IdMedng|Medang Kingdom|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
717|720|Umar II|Yazid II|sy_umayyad_cal|SyCalUm|Umayyad Caliphate|None|A|A|A|A|A|A|A|A|A
717|741|Leo III, the Syrian|Constantine V|tr_byzantine_emp_1|TrByzM1|Byzantine Empire I|None|IA|IA|IA|IA|IA|IA|IA|IA|IA
720|724|Yazid II|Hisham|sy_umayyad_cal|SyCalUm|Umayyad Caliphate|None|A|A|A|A|A|A|A|A|A
721|737|Theuderic IV|Interregnum|fr_merovingian_emp_3|FrMervL|Proto-Carolingian|Revolts in Germany|P|A|A|P|A|A|P|A|A
723|727|Paul|Eutychius|it_ravenna_exarchate|ItRav**|Exarchate of Ravenna|None|P|IA|P|A|P|P|P|A|A
724|743|Hisham|Al-Walid II|sy_umayyad_cal|SyCalUm|Umayyad Caliphate|None|P|A|A|P|A|A|A|A|A
724|749|Shōmu|Empress Kōken (later Empress Shotoku)|jp_nara|JpNara*|Nara Kingdom|None|A|A|A|A|A|A|A|A|A
727|752|Eutychius|Stephen II|it_ravenna_exarchate|ItRav**|Exarchate of Ravenna|None|P|P|A|A|A|A|A|P|A
728|730|Parmeshvarvarman II|Nandivarman II|in_pallava_emp_2|in_pallava_emp_2|Late Pallava Empire||P|P|U|U|SU|SU|SU|P|P
730|760|Naghabata I|Kakustha|in_gurjara_pratihara_dyn|in_gurjara_pratihara_dyn|Gurjar-Pratihara Dynasty|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
730|765|Marvarman Rajsimha I|Vargun I|in_pandya_emp_2|in_pandya_emp_2|Pandya Dynasty||P|A|A|U|U|P|P|P|U
730|800|Nandivarman II|Dantivarman|in_pallava_emp_2|in_pallava_emp_2|Late Pallava Empire||P|P|A|SU|SU|SU|SU|P|P
734|766|Yik'in Chan K'awiil (Ruler B)|Temple VI Ruler|gt_tikal_late_classic|gt_tikal_late_classic|Late Classic Tikal|None|A|A|A|A|A|A|A|A|A
735|756|Dantidurga II|Krishna I|in_rashtrakuta_emp|InRasht|Rashtrakuta Empire|None|DIS|DIS|IA|DIS|DIS|IA|IA|IA|IA
737|743|Interregnum|Childeric III|fr_merovingian_emp_3|FrMervL|Proto-Carolingian|Revolts in Germany|A|A|A|A|A|A|P|IA|IA
741|741|Constantine V|Artavasdus|tr_byzantine_emp_1|TrByzM1|Byzantine Empire I|None|P|P|A|P|P|A|A|A|A
741|743|Artavasdus|Constantine V (restored)|tr_byzantine_emp_1|TrByzM1|Byzantine Empire I|None|P|P|IP|P|P|A|A|A|A
743|744|Al-Walid II|Yazid III|sy_umayyad_cal|SyCalUm|Umayyad Caliphate|None|P|P|P|P|A|A|A|A|A
743|751|Childeric III|Pepin the Short|fr_merovingian_emp_3|FrMervL|Proto-Carolingian|None|P|P|A|P|A|A|IA|A|P
743|775|Constantine V (restored)|Leo IV, the Khazar|tr_byzantine_emp_1|TrByzM1|Byzantine Empire I|None|IA|IA|IA|IA|IA|IA|IA|IA|IA
744|744|Yazid III|Ibrahim|sy_umayyad_cal|SyCalUm|Umayyad Caliphate|None|IP|A|A|IP|A|A|A|A|A
744|744|Ibrahim|Marwan II|sy_umayyad_cal|SyCalUm|Umayyad Caliphate|None|P|P|A|P|IP|A|A|A|A
744|749|Hildeprand|Ratchis|it_lombard_k|ItLombr|Lombard Kingdom||P|P|A|P|A|A|A|A|A
744|750|Marwan II|Abu al-Abbas al-Saffah|sy_umayyad_cal|SyCalUm|Umayyad Caliphate|None|P|P|P|P|P|A|P|A|A
746|784|Panangkaran|Pannunggalan / Panaraban|id_medang_k|IdMedng|Medang Kingdom|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
749|756|Ratchis|Aistulf|it_lombard_k|ItLombr|Lombard Kingdom||A|SU|A|SU|SU|SU|SU|SU|SU
749|758|Empress Kōken (later Empress Shotoku)|Junnin|jp_nara|JpNara*|Nara Kingdom|None|P|A|A|A|A|A|A|A|A
750|754|Abu al-Abbas al-Saffah|Al-Mansur|iq_abbasid_cal_1|IqAbbs1|Abbasid Caliphate I|None|P|A|A|A|A|A|A|A|A
751|768|Pepin the Short|Carloman I|fr_carolingian_emp_1|FrCarlE|Carolingian Empire I|None|P|A|A|P|A|A|P|A|IA
752|757|Stephen II|Paul I|it_st_peter_rep_1|ItStPet|Republic of St Peter I|None|P|A|A|P|A|A|A|P|A
754|775|Al-Mansur|Al-Mahdi|iq_abbasid_cal_1|IqAbbs1|Abbasid Caliphate I|None|P|A|A|A|A|A|A|A|A
756|762|Suzong of Tang (Li Heng, Su Tsung)|Daizong of Tang (Li Yu, Li Chu, Tai Tsung|cn_tang_dyn_1|CnTangE|Tang Dynasty I|None|A|A|A|A|A|A|A|A|A
756|774|Aistulf|Desiderius|it_lombard_k|ItLombr|Lombard Kingdom||A|A|A|A|A|A|A|A|A
756|774|Aistulf|Ratchis|it_lombard_k|ItLombr|Lombard Kingdom||P|A|A|P|A|A|A|A|A
756|774|Krishna I|Govinda II|in_rashtrakuta_emp|InRasht|Rashtrakuta Empire|None|IA|IA|IA|SU|IA|IA|IA|IA|IA
756|774|Aistulf|Charlemagne|it_lombard_k|ItLombr|Lombard Kingdom||P|P|A|A|A|A|A|P|A
757|767|Paul I|Stephen III|it_st_peter_rep_1|ItStPet|Republic of St Peter I|None|P|P|A|P|A|A|A|P|A
758|764|Junnin|Empress Shōtoku (formerly Empress Kōken)|jp_nara|JpNara*|Nara Kingdom|None|P|P|A|P|A|A|A|A|A
762|779|Daizong of Tang (Li Yu, Li Chu, Tai Tsung|Dezong of Tang (Li Kuo, Te Tsung)|cn_tang_dyn_2|CnTangL|Tang Dynasty II|None|A|A|A|A|A|A|A|A|A
764|770|Empress Shōtoku (formerly Empress Kōken)|Kōnin|jp_nara|JpNara*|Nara Kingdom|None|P|A|A|A|A|A|A|A|A
765|815|Vargun I|Shrimar Shrivallabh|in_pandya_emp_2|in_pandya_emp_2|Pandya Dynasty||P|A|A|U|A|U|A|P|U
766|768|Temple VI Ruler|"Yax Nuun Ayiin II (""Chitam"")"|gt_tikal_late_classic|gt_tikal_late_classic|Late Classic Tikal|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
768|771|Carloman I|Charlemagne|fr_carolingian_emp_1|FrCarlE|Carolingian Empire I|None|A|A|A|A|A|A|IA|A|A
768|772|Stephen III|Hadrian I|it_st_peter_rep_1|ItStPet|Republic of St Peter I|None|P|A|A|A|A|A|A|P|A
768|790|"Yax Nuun Ayiin II (""Chitam"")"|Nuun Ujol Kʼinich|gt_tikal_late_classic|gt_tikal_late_classic|Late Classic Tikal|None|A|A|A|A|A|A|A|A|A
768|800|Gopala I|Dharmapala|in_pala_emp|InPala|Pala Empire||A|A|A|A|A|A|A|A|
768|814|Charlemagne|Louis I|fr_carolingian_emp_1|FrCarlE|Carolingian Empire I|None|A|A|A|A|A|A|A|A|A
770|781|Kōnin|Kanmu|jp_nara|JpNara*|Nara Kingdom|None|P|A|A|A|A|A|A|A|A
772|795|Hadrian I|Leo III|it_st_peter_rep_1|ItStPet|Republic of St Peter I|None|A|A|A|A|A|A|A|A|A
774|780|Govinda II|Dharavarsha|in_rashtrakuta_emp|InRasht|Rashtrakuta Empire|None|P|P|SU|P|P|IA|IA|IA|P
775|780|Leo IV, the Khazar|Constantine VI|tr_byzantine_emp_1|TrByzM1|Byzantine Empire I|None|P|P|P|P|A|A|A|A|A
775|785|Al-Mahdi|Al-Hadi|iq_abbasid_cal_1|IqAbbs1|Abbasid Caliphate I|Battle of Fakhkh|P|IP|SU|IP|A|A|A|P|A
779|805|Dezong of Tang (Li Kuo, Te Tsung)|Shunzong of Tang (Li Song, Shun Tsung)|cn_tang_dyn_2|CnTangL|Tang Dynasty II|None|P|A|A|A|A|A|A|A|A
780|793|Dharavarsha|Govinda III|in_rashtrakuta_emp|InRasht|Rashtrakuta Empire|None|P|A|A|P|P|A|A|A|P
780|797|Constantine VI|Irene (queen)|tr_byzantine_emp_1|TrByzM1|Byzantine Empire I|None|P|P|P|P|P|A|A|A|A
781|806|Kanmu|Heizei|jp_heian|JpHeian|Heian|None|A|A|A|A|A|A|A|A|A
783|800|Vatsaraja|Naghabata II|in_gurjara_pratihara_dyn|in_gurjara_pratihara_dyn|Gurjar-Pratihara Dynasty|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
784|803|Pannunggalan / Panaraban|Warak|id_medang_k|IdMedng|Medang Kingdom|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
785|786|Al-Hadi|Harun al-Rashid|iq_abbasid_cal_1|IqAbbs1|Abbasid Caliphate I|None|SU|SU|SU|A|A|A|A|A|A
786|809|Harun al-Rashid|Al-Amin|iq_abbasid_cal_1|IqAbbs1|Abbasid Caliphate I|None|P|A|A|A|A|A|A|A|A
793|814|Govinda III|Amoghavarsha I|in_rashtrakuta_emp|InRasht|Rashtrakuta Empire|None|P|A|A|P|P|A|A|A|A
794|810|Nuun Ujol Kʼinich|"Chitam II (""Dark Sun"")"|gt_tikal_late_classic|gt_tikal_late_classic|Late Classic Tikal|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
795|816|Leo III|Stephen IV|it_st_peter_rep_1|ItStPet|Republic of St Peter I|None|A|A|A|A|A|A|A|A|A
797|802|Irene (queen)|Nicephorus I|tr_byzantine_emp_1|TrByzM1|Byzantine Empire I|None|P|P|A|P|P|A|A|A|A
800|833|Naghabata II|Ramabhadra|in_gurjara_pratihara_dyn|in_gurjara_pratihara_dyn|Gurjar-Pratihara Dynasty|None|IP|A|A|IP|SU|SU|A|A|A
800|839|Dharmapala|Devapala|in_pala_emp|InPala|Pala Empire||A|A|A|A|A|A|A|A|
800|846|Dantivarman|Nandivarman III|in_pallava_emp_2|in_pallava_emp_2|Late Pallava Empire||P||SU|A|SU|SU|P|P|P
802|811|Nicephorus I|Stauracius|tr_byzantine_emp_1|TrByzM1|Byzantine Empire I|None|P|A|A|A|A|A|A|P|A
802|834|Jayavarman II|Jayavarman III|kh_angkor_1|KhAngkE|Early Angkor|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
803|827|Warak|Gula|id_medang_k|IdMedng|Medang Kingdom|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
805|805|Shunzong of Tang (Li Song, Shun Tsung)|Emperor Xianzong (Li Chun, Hsien Tsung)|cn_tang_dyn_2|CnTangL|Tang Dynasty II|None|A|P|A|P|A|A|A|A|A
805|820|Emperor Xianzong (Li Chun, Hsien Tsung)|Muzong of Tang (Li Heng, Mu Tsung)|cn_tang_dyn_2|CnTangL|Tang Dynasty II|None|A|DIS|DIS|DIS|A|A|A|A|A
806|809|Heizei|Saga|jp_heian|JpHeian|Heian|None|P|A|A|A|A|A|A|A|A
809|813|Al-Amin|Al-Mamum|iq_abbasid_cal_1|IqAbbs1|Abbasid Caliphate I|Fourth Fitna|P|P|P|P|A|A|P|A|A
809|823|Saga|Junna|jp_heian|JpHeian|Heian|None|A|A|A|A|A|A|A|A|A
810|849|"Chitam II (""Dark Sun"")"|Jewel K'awil|gt_tikal_late_classic|gt_tikal_late_classic|Late Classic Tikal|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
811|811|Stauracius|Michael I Rangabe|tr_byzantine_emp_1|TrByzM1|Byzantine Empire I|None|P|P|A|P|A|A|A|A|A
811|813|Michael I Rangabe|Leo V, the Armenian|tr_byzantine_emp_1|TrByzM1|Byzantine Empire I|None|P|P|A|A|P|A|A|A|A
813|820|Leo V, the Armenian|Michael II, the Amorian|tr_byzantine_emp_1|TrByzM1|Byzantine Empire I|None|P|P|P|P|P|A|A|A|A
813|833|Al-Mamum|Al-Mutasim|iq_abbasid_cal_1|IqAbbs1|Abbasid Caliphate I|None|IP|A|A|A|A|A|A|A|A
814|840|Louis I|Charles I, the Bald|fr_carolingian_emp_1|FrCarlE|Carolingian Empire I|Battle of Fontenoy (841)|P|A|A|P|P|A|A|A|A
814|877|Amoghavarsha I|Krishna II|in_rashtrakuta_emp|InRasht|Rashtrakuta Empire|None|A|A|A|A|A|A|A|A|A
815|862|Shrimar Shrivallabh|Vargun II|in_pandya_emp_2|in_pandya_emp_2|Pandya Dynasty||P|P|A|A|A|P|A|P|U
816|817|Stephen IV|Paschal I|it_st_peter_rep_1|ItStPet|Republic of St Peter I|None|A|A|A|A|A|A|A|A|A
817|827|Paschal I|Eugene II|it_st_peter_rep_1|ItStPet|Republic of St Peter I|None|P|A|A|P|A|A|A|A|A
820|824|Muzong of Tang (Li Heng, Mu Tsung)|Jingzong of Tang (Li Zhan, Ching Tsung)|cn_tang_dyn_2|CnTangL|Tang Dynasty II|None|A|A|A|A|A|A|A|A|A
820|829|Michael II, the Amorian|Theophilus|tr_byzantine_emp_1|TrByzM1|Byzantine Empire I|None|IA|IA|IA|IA|IA|IA|IA|IA|IA
823|833|Junna|Ninmyō|jp_heian|JpHeian|Heian|None|A|A|A|A|A|A|A|A|A
824|827|Jingzong of Tang (Li Zhan, Ching Tsung)|Wenzong of Tang (Li Han, Wen Tsung)|cn_tang_dyn_2|CnTangL|Tang Dynasty II|None|P|P|P|P|A|A|A|A|A
827|827|Eugene II|Gregory IV|it_st_peter_rep_1|ItStPet|Republic of St Peter I|None|A|A|A|A|A|A|A|A|A
827|829|Gula|Gurang|id_medang_k|IdMedng|Medang Kingdom|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
827|840|Wenzong of Tang (Li Han, Wen Tsung)|Wuzong of Tang (Li Chan, Wun Tsung)|cn_tang_dyn_2|CnTangL|Tang Dynasty II|None|A|A|A|A|A|A|A|A|A
827|844|Gregory IV|Sergius II|it_st_peter_rep_1|ItStPet|Republic of St Peter I|None|P|P|A|P|A|A|A|P|A
829|842|Theophilus|Michael III, the Drunkard|tr_byzantine_emp_1|TrByzM1|Byzantine Empire I|None|A|A|A|A|A|A|A|A|A
829|847|Gurang|Pikatan|id_medang_k|IdMedng|Medang Kingdom|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
833|836|Ramabhadra|Bhojadeva I|in_gurjara_pratihara_dyn|in_gurjara_pratihara_dyn|Gurjar-Pratihara Dynasty|None|P|P|P|P|A|A|A|A|A
833|842|Al-Mutasim|Al-Wathiq|iq_abbasid_cal_1|IqAbbs1|Abbasid Caliphate I|None|A|A|A|A|A|A|A|A|A
833|850|Ninmyō|Montoku|jp_heian|JpHeian|Heian|None|A|A|A|A|A|A|A|A|A
834|870|Jayavarman III|Indravarman I|kh_angkor_1|KhAngkE|Early Angkor|None|IP|SU|SU|IP|SU|SU|SU|SU|SU
836|885|Bhojadeva I|Mahendrapala I|in_gurjara_pratihara_dyn|in_gurjara_pratihara_dyn|Gurjar-Pratihara Dynasty|None|IA|A|A|IA|IA|IA|IA|IA|IA
839|854|Devapala|Mahendrapala|in_pala_emp|InPala|Pala Empire||A|A|A|A|A|A|A|A|
840|846|Wuzong of Tang (Li Chan, Wun Tsung)|Xuānzong of Tang (Li Yi, Li Chen, Hsiuan Tsung, Xuanzong II)|cn_tang_dyn_2|CnTangL|Tang Dynasty II|None|A|A|A|A|A|A|A|A|A
840|877|Charles I, the Bald|Louis II, the Stammerer|fr_carolingian_emp_2|FrCarlL|Carolingian Empire II|None|A|A|A|A|A|A|A|A|A
842|847|Al-Wathiq|Al-Mutawakkil|iq_abbasid_cal_1|IqAbbs1|Abbasid Caliphate I|None|P|A|A|A|A|A|A|A|A
842|867|Michael III, the Drunkard|Basil I, the Macedonian|tr_byzantine_emp_1|TrByzM1|Byzantine Empire I|None|P|P|P|P|SU|A|A|A|A
842|882|Askold and Dir|Oleg the Seer|ua_kievan_rus|UaKiev1|Kievan Rus|None|P|P|P|A|A|A|A|IP|A
843|876|Louis the German|Louis the Younger|de_east_francia|de_east_francia|East Francia||A|A|A|A|A|A|A|A|A
844|847|Sergius II|Leo IV|it_st_peter_rep_1|ItStPet|Republic of St Peter I|None|P|A|A|A|A|A|A|P|A
846|859|Xuānzong of Tang (Li Yi, Li Chen, Hsiuan Tsung, Xuanzong II)|Yizong of Tang (Li Wen, Li Cui, I Tsung)|cn_tang_dyn_2|CnTangL|Tang Dynasty II|None|A|A|A|A|A|A|A|A|A
846|869|Nandivarman III|Nriptunga|in_pallava_emp_2|in_pallava_emp_2|Late Pallava Empire||P|P|||U|SU||P|SU
847|855|Pikatan|Kayuwangi|id_medang_k|IdMedng|Medang Kingdom|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
847|855|Leo IV|Benedict III|it_st_peter_rep_1|ItStPet|Republic of St Peter I|None|A|A|A|A|A|A|A|A|A
847|861|Al-Mutawakkil|Al-Muntasir|iq_abbasid_cal_1|IqAbbs1|Abbasid Caliphate I|Anarchy at Samarra|P|P|P|P|IP|A|A|A|A
849|869|Jewel K'awil|Jasaw Chan K'awiil II|gt_tikal_late_classic|gt_tikal_late_classic|Late Classic Tikal|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
849|871|Vijayalaya|Aditya I|in_chola_emp|InChol*|Chola Empire||P|P|P|U|P|P|U|U|U
850|858|Montoku|Seiwa|jp_heian|JpHeian|Heian|None|A|A|A|A|A|A|A|A|A
854|866|Mahendrapala|Surapala I|in_pala_emp|InPala|Pala Empire||A|A|A|A|A|A|A|A|
855|858|Benedict III|Nicholas I|it_st_peter_rep_1|ItStPet|Republic of St Peter I|None|P|P|A|P|A|A|A|A|P
855|885|Kayuwangi|Tagwas|id_medang_k|IdMedng|Medang Kingdom|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
858|867|Nicholas I|Hadrian II|it_st_peter_rep_1|ItStPet|Republic of St Peter I|None|P|A|A|P|A|A|A|P|A
858|876|Seiwa|Yōzei|jp_heian|JpHeian|Heian|None|A|A|A|A|A|A|A|A|A
859|873|Yizong of Tang (Li Wen, Li Cui, I Tsung)|Xizong of Tang (Li Yan, Hsi Tsung)|cn_tang_dyn_2|CnTangL|Tang Dynasty II|None|A|A|A|A|A|A|A|A|A
861|862|Al-Muntasir|Al-Mustain|iq_abbasid_cal_1|IqAbbs1|Abbasid Caliphate I|Battle of Lalakaon , Anarchy at Samarra|P|SU|A|P|A|P|A|A|IP
862|866|Al-Mustain|Al-Mutazz|iq_abbasid_cal_1|IqAbbs1|Abbasid Caliphate I|Anarchy at Samarra|P|P|P|P|P|A|A|A|A
862|880|Vargun II|Parnatak Veernarayan|in_pandya_emp_2|in_pandya_emp_2|Pandya Dynasty||P|P|A|U|P|P|P|P|P
866|869|Al-Mutazz|Al-Mutadhi|iq_abbasid_cal_1|IqAbbs1|Abbasid Caliphate I|Anarchy at Samarra|P|P|P|IP|SU|SU|SU|SU|SU
866|870|Surapala I|Gopala II|in_pala_emp|InPala|Pala Empire||A|A|A|A|A|A|A|A|
867|872|Hadrian II|John VIII|it_st_peter_rep_1|ItStPet|Republic of St Peter I|None|A|A|A|A|A|A|A|A|A
867|886|Basil I, the Macedonian|Leo VI, the Wise|tr_byzantine_emp_2|TrByzM2|Byzantine Empire II|None|IP|IP|IP|IP|SU|A|A|A|A
869|870|Al-Mutadhi|Al-Mutamid|iq_abbasid_cal_1|IqAbbs1|Abbasid Caliphate I|Anarchy at Samarra|P|P|P|P|P|A|A|A|A
869|880|Nriptunga|Aparajita|in_pallava_emp_2|in_pallava_emp_2|Late Pallava Empire||P|P||||||P|P
869|889|Jasaw Chan K'awiil II|Tikal abandoned|gt_tikal_late_classic|gt_tikal_late_classic|Late Classic Tikal|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
870|871|Gopala II|Vigrahapala|in_pala_emp|InPala|Pala Empire||A|A|A|A|A|A|A|A|
870|892|Al-Mutamid|Al-Mutadid|iq_abbasid_cal_1|IqAbbs1|Abbasid Caliphate I|None|A|A|A|A|A|A|A|A|A
871|907|Aditya I|Prantaka I|in_chola_emp|InChol*|Chola Empire||P|P|P|||||P|P
871|925|Vigrahapala|Narayanapala|in_pala_emp|InPala|Pala Empire||A|A|A|A|A|A|A|A|
872|882|John VIII|Marinus I|it_st_peter_rep_1|ItStPet|Republic of St Peter I|None|P|A|DIS|A|A|A|A|A|A
873|888|Xizong of Tang (Li Yan, Hsi Tsung)|Zhaozong of Tang (Li Jie, Li Min, Li Ye, Chao Tsung)|cn_tang_dyn_2|CnTangL|Tang Dynasty II|None|A|A|A|P|P|A|A|P|A
876|884|Yōzei|Kōkō|jp_heian|JpHeian|Heian|None|A|A|A|A|A|A|A|A|A
877|879|Louis II, the Stammerer|Louis III|fr_carolingian_emp_2|FrCarlL|Carolingian Empire II|None|P|A|A|P|A|A|A|A|A
877|889|Indravarman I|Yaśovarman I|kh_angkor_1|KhAngkE|Early Angkor|None|P|IA|IA|P|IA|IA|IA|IA|IA
877|914|Krishna II|Indra III|in_rashtrakuta_emp|InRasht|Rashtrakuta Empire|None|P|A|A|A|A|A|A|P|A
879|882|Louis III|Carloman II|fr_carolingian_emp_2|FrCarlL|Carolingian Empire II|None|A|A|A|A|A|A|A|A|A
880|882|Louis the Younger|Charles the Fat|de_east_francia|de_east_francia|East Francia||A|A|A|A|A|A|A|A|A
880|890|Aparajita||in_pallava_emp_2|in_pallava_emp_2|Late Pallava Empire||P|P||||||P|
880|900|Paratak Veernarayan|Marvarman Rajsimha II|in_pandya_emp_2|in_pandya_emp_2|Pandya Dynasty||P|P|P|U|A|P|U|P|U
882|884|Marinus I|Hadrian III|it_st_peter_rep_1|ItStPet|Republic of St Peter I|None|U|U|A|U|U|U|U|U|U
882|884|Carloman II|Charles II, the Fat|fr_carolingian_emp_2|FrCarlL|Carolingian Empire II|None|A|A|A|A|A|A|A|A|A
882|887|Charles the Fat|Arnulf of Carinthia|de_east_francia|de_east_francia|East Francia||P|P|A|P|A|IP|A|A|A
