variable_set|section|subsection|variable_name|polity_name|polity_new_ID|polity_old_ID|predecessor|successor|contested|overturn|predecessor_assassination|intra_elite|military_revolt|popular_uprising|separatist_rebellion|external_invasion|external_interference|name|transition_year|confidence|is_disputed|is_uncertain|expert_checked
Crisisdb|Power Transitions||Power Transition|Anglo-Saxon England II|gb_anglo_saxon_2|gb_england_k|Eadwig|Edgar|DIS|DIS|A|DIS|IA|IA|IA|A|IA|None|959|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|John XII|Benedict VI|P|P|A|A|A|A|A|P|A|None|964|Confident|||False
Crisisdb|Power Transitions||Power Transition|Chola Empire|in_chola_emp|InChol*|Pranataka II|Uttama Chola|P|P|U|||||P|P||973|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Five Dynasties Period|cn_five_dyn|Cn5Dyna|Gong of Later Zhou (Kung Ti, Guo Zongxun, Kuo Tsung-hsun)|Taizu of Song (Yuanlang, T’ai Tsu, Chao K’uang-yin) - end of dynasty|A|P|A|P|P|A|A|A|A|None|960|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire II|tr_byzantine_emp_2|TrByzM2|Romanus II|Nicephorus II Phocas|P|P|P|P|P|P|A|A|A|None|963|Confident|||False
Crisisdb|Power Transitions||Power Transition|Anglo-Saxon England II|gb_anglo_saxon_2|gb_england_k|Edgar|Edward ('the Martyr')|P|A|A|P|IA|IA|IA|IA|IA|None|975|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Gurjar-Pratihara Dynasty|in_gurjara_pratihara_dyn|in_gurjara_pratihara_dyn|Vijayapala II|Rajapala|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|989|Confident|||False
Crisisdb|Power Transitions||Power Transition|Northern Song|cn_northern_song_dyn|CnNSong|Taizu of Song (Yuanlang, T’ai Tsu, Chao K’uang-yin)|Taizong of Song (Zhao Jiong, Zhao Kuangyi, T’ai Tsung)|A|A|A|A|A|A|A|A|A|None|976|Confident|||False
Crisisdb|Power Transitions||Power Transition|Polish Kingdom - Piast Dynasty|pl_piast_dyn_1|PlPoliK|Mieszko I|Bolesław I the Brave|P|P|A|P|A|A|A|A|A||992|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Pala Empire|in_pala_emp|InPala|Rajyapala|Gopala III|A|A|A|A|A|A|A|A|||973|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire II|tr_byzantine_emp_2|TrByzM2|Nicephorus II Phocas|John I Tzimisces|P|P|P|P|P|A|A|A|A|None|969|Confident|||False
Crisisdb|Power Transitions||Power Transition|Kievan Rus|ua_kievan_rus|UaKiev1|Sviatoslav I|Yaropolk I|P|A|P|P|P|A|A|A|A|None|972|Confident|||False
Crisisdb|Power Transitions||Power Transition|Heian|jp_heian|JpHeian|Reizei|En'yū|A|A|A|A|A|A|A|A|A|None|969|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rashtrakuta Empire|in_rashtrakuta_emp|InRasht|Khottiga|Karka II|P|A|A|A|A|A|A|P|A|None|972|Confident|||False
Crisisdb|Power Transitions||Power Transition|Early Angkor|kh_angkor_1|KhAngkE|Jayavarman V|Udayādityavarman I|P|IA|IA|P|SU|SU|SU|SU|SU|None|1000|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire II|tr_byzantine_emp_2|TrByzM2|John I Tzimisces|Basil II, Bulgaroctonus|IP|IP|IP|IP|A|A|A|A|A|None|976|Confident|||False
Crisisdb|Power Transitions||Power Transition|Heian|jp_heian|JpHeian|En'yū|Kazan|A|A|A|A|A|A|A|A|A|None|984|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rashtrakuta Empire|in_rashtrakuta_emp|InRasht|Karka II|Indra IV|P|P|P|A|P|A|P|A|IP|None|973|Confident|||False
Crisisdb|Power Transitions||Power Transition|Kievan Rus|ua_kievan_rus|UaKiev1|Yaropolk I|Saint Vladimir I the Great, the Baptist|P|P|P|A|P|A|A|P|A|None|980|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|Benedict VI|Benedict VII|P|P|P|P|A|A|A|A|A|None|974|Confident|||False
Crisisdb|Power Transitions||Power Transition|Pala Empire|in_pala_emp|InPala|Gopala III|Vigrahapala II|A|A|A|A|A|A|A|A|||978|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rashtrakuta Empire|in_rashtrakuta_emp|InRasht|Indra IV|Tailapa II|IP|SU|SU|SU|SU|SU|SU|SU|SU|None|982|Confident|||False
Crisisdb|Power Transitions||Power Transition|Holy Roman Empire - Ottonian-Salian Dynasty|de_empire_1|de_empire_1|Otto II|Otto III|P|A|A|P|A|P|A|A|A|None|983|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Chola Empire|in_chola_emp|InChol*|Uttama Chola|Rajaraja I|||||||||||985|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|Benedict VII|John XIV (Peter Canepanova)|P|A|A|P|A|A|A|P|P|None|983|Confident|||False
Crisisdb|Power Transitions||Power Transition|Buyid Confederation|ir_buyid_confederation|IrBuyid|Al-Tai|Al-Qadir|P|P|A|P|A|A|A|A|IP|None|991|Confident|||False
Crisisdb|Power Transitions||Power Transition|Anglo-Saxon England II|gb_anglo_saxon_2|gb_england_k|Edward ('the Martyr')|Aethelred II ('the Unready')|P|P|P|A|IA|IA|IA|A|IA|None|978|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Fatimid Caliphate|tn_fatimid_cal|TnFatim|Al-Aziz|Al-Hakim|P|A|A|A|P|A|A|A|A|None|996|Confident|||False
Crisisdb|Power Transitions||Power Transition|Chandra Dynasty|bd_chandra_dyn|BdChandra|Kalyanacandra|Ladahacandra|SU|SU|SU|SU|SU|SU|SU|SU|SU||1000|Confident|||False
Crisisdb|Power Transitions||Power Transition|Northern Song|cn_northern_song_dyn|CnNSong|Taizong of Song (Zhao Jiong, Zhao Kuangyi, T’ai Tsung)|Zhenzong of Song (Chen Tsung, Chao Heng)|A|A|A|A|A|A|A|A|A|None|997|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire II|tr_byzantine_emp_2|TrByzM2|Basil II, Bulgaroctonus|Constantine VIII|A|A|A|A|A|A|A|A|A|None|1025|Confident|||False
Crisisdb|Power Transitions||Power Transition|Anglo-Saxon England II|gb_anglo_saxon_2|gb_england_k|Aethelred II ('the Unready')|Sweyn ('Forkbeard')|P|P|A|A|A|A|A|P|IA|None|1014|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Pala Empire|in_pala_emp|InPala|Vigrahapala II|Mahipala I|A|A|A|A|A|A|A|A|||1026|Confident|||False
Crisisdb|Power Transitions||Power Transition|Kievan Rus|ua_kievan_rus|UaKiev1|Saint Vladimir I the Great, the Baptist|Sviatopolk I the Cursed|P|P|A|A|A|A|A|P|P|None|1015|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|John XIV (Peter Canepanova)|John XV (John Crescentius)|P|P|P|P|A|A|A|P|P|None|984|Confident|||False
Crisisdb|Power Transitions||Power Transition|Holy Roman Empire - Ottonian-Salian Dynasty|de_empire_1|de_empire_1|Otto III|Henry II|P|A|A|A|A|P|A|A|A|None|1002|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Heian|jp_heian|JpHeian|Kazan|Ichijō|P|P|A|P|A|A|A|A|A|None|986|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|John XV (John Crescentius)|Gregory V (Bruno of Carinthia)|P|A|A|A|P|A|A|P|A|None|996|Confident|||False
Crisisdb|Power Transitions||Power Transition|Chola Empire|in_chola_emp|InChol*|Rajaraja I|Rajendara I|P|P|P|P|P|P|P|P|P||1015|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Carolingian Empire II|fr_carolingian_emp_2|FrCarlL|Louis V, the Sluggard|Hugh Capet|A|A|A|A|A|A|A|A|A|None|987|Confident|||False
Crisisdb|Power Transitions||Power Transition|Heian|jp_heian|JpHeian|Ichijō|Sanjō|A|A|A|A|A|A|A|A|A|None|1011|Confident|||False
Crisisdb|Power Transitions||Power Transition|Proto-French Kingdom|fr_capetian_k_1|FrCaptE|Hugh Capet|Robert II, the Piious|A|A|A|A|A|A|A|A|A|None|996|Confident|||False
Crisisdb|Power Transitions||Power Transition|Gurjar-Pratihara Dynasty|in_gurjara_pratihara_dyn|in_gurjara_pratihara_dyn|Rajapala|Trilochanapala|IP|SU|SU|SU|SU|SU|SU|IP|SU|None|1019|Confident|||False
Crisisdb|Power Transitions||Power Transition|Medang Kingdom|id_medang_k|IdMedng|Dharmavarnsa Tguh Anantavikrama|end of polity|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|1016|Confident|||False
Crisisdb|Power Transitions||Power Transition|Buyid Confederation|ir_buyid_confederation|IrBuyid|Al-Qadir|Al-Qaim|A|A|A|A|A|SU|A|A|A|None|1031|Confident|||False
Crisisdb|Power Transitions||Power Transition|Polish Kingdom - Piast Dynasty|pl_piast_dyn_1|PlPoliK|Bolesław I the Brave|Mieszko II Lambert|A|A|A|A|A|A|A|A|A||1025|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|Gregory V (Bruno of Carinthia)|Slyvester II (Gerbert of Aurillac)|P|P|A|A|A|A|A|P|A|None|999|Confident|||False
Crisisdb|Power Transitions||Power Transition|Fatimid Caliphate|tn_fatimid_cal|TnFatim|Al-Hakim|Al-Zahir|P|IP|IP|IP|A|A|A|A|A|None|1021|Confident|||False
Crisisdb|Power Transitions||Power Transition|Proto-French Kingdom|fr_capetian_k_1|FrCaptE|Robert II, the Piious|Henry I|P|A|A|P|P|A|P|A|A|None|1031|Confident|||False
Crisisdb|Power Transitions||Power Transition|Northern Song|cn_northern_song_dyn|CnNSong|Zhenzong of Song (Chen Tsung, Chao Heng)|Renzong of Song (Zhao Zen, Chao Chen, Jen Tsung)|A|A|A|A|A|A|A|A|A|None|1022|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|Slyvester II (Gerbert of Aurillac)|John XVIII (John Fasanus)|P|A|A|IP|A|A|A|A|A|None|1003|Confident|||False
Crisisdb|Power Transitions||Power Transition|Hausa bakwai|ni_hausa_k|ni_hausa_k|Bagoda|Warisi|IA|IA|IA|IA|IA|IA|IA|IA|IA||1063|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Early Angkor|kh_angkor_1|KhAngkE|Udayādityavarman I|Jayavīravarman|P|IP|SU|P|SU|SU|SU|SU|SU|None|1003|Confident|||False
Crisisdb|Power Transitions||Power Transition|Chandra Dynasty|bd_chandra_dyn|BdChandra|Ladahacandra|Govindacandra|SU|SU|SU|SU|SU|SU|SU|SU|SU||1020|Confident|||False
Crisisdb|Power Transitions||Power Transition|Hungary Kingdom - Árpád Dynasty|hu_arpad_dyn|hu_arpad_dyn|Stephen I|Peter|A|A|A|A|A|A|A|A|A||1038|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Holy Roman Empire - Ottonian-Salian Dynasty|de_empire_1|de_empire_1|Henry II|Condrad II|P|A|A|P|A|P|A|A|A|None|1024|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Early Angkor|kh_angkor_1|KhAngkE|Sūryavarman I|Udayādityavarman II|P|IA|IA|P|IA|IA|P|IA|IP|None|1050|Confident|||False
Crisisdb|Power Transitions||Power Transition|Early Angkor|kh_angkor_1|KhAngkE|Jayavīravarman|Sūryavarman I|P|IP|SU|P|SU|SU|SU|SU|SU|None|1006|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|John XVIII (John Fasanus)|Sergius IV (Pietro Buccaporca)|P|A|A|IP|A|A|A|A|A|None|1009|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|Sergius IV (Pietro Buccaporca)|Benedict VIII (Theophylact II of Tusculum)|P|P|DIS|P|P|A|A|A|A|None|1012|Confident|||False
Crisisdb|Power Transitions||Power Transition|Heian|jp_heian|JpHeian|Sanjō|Go-Ichijō|A|A|A|A|A|A|A|A|A|None|1016|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|Benedict VIII (Theophylact II of Tusculum)|John XIX (Romanus of Tusculum)|P|A|A|P|A|A|A|A|A|None|1024|Confident|||False
Crisisdb|Power Transitions||Power Transition|Anglo-Saxon England II|gb_anglo_saxon_2|gb_england_k|Sweyn ('Forkbeard')|Aethelred II ('the Unready')|P|A|A|A|IA|IA|IA|A|P|None|1014|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Anglo-Saxon England II|gb_anglo_saxon_2|gb_england_k|Aethelred II ('the Unready')|Edmund II ('Ironside')|P|A|A|P|IA|IA|IA|P|IA|None|1016|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kievan Rus|ua_kievan_rus|UaKiev1|Sviatopolk I the Cursed|Yaroslav I the Wise|A|A|A|A|A|A|A|A|A|None|1016|Confident|||False
Crisisdb|Power Transitions||Power Transition|Chola Empire|in_chola_emp|InChol*|Rajendra I|Rajadhiraj I|P|P|P||A|A|P|P|P||1044|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Anglo-Saxon England II|gb_anglo_saxon_2|gb_england_k|Edmund II ('Ironside')|Cnut|P|DIS|DIS|DIS|IA|IP|A|A|A|None|1016|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Anglo-Saxon England II|gb_anglo_saxon_2|gb_england_k|Cnut|Harold I ('Harefoot')|P|A|A|P|IA|IA|IA|IA|IA|None|1035|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Heian|jp_heian|JpHeian|Go-Ichijō|Go-Suzaku|A|A|A|A|A|A|A|A|A|None|1036|Confident|||False
Crisisdb|Power Transitions||Power Transition|Kievan Rus|ua_kievan_rus|UaKiev1|Yaroslav I the Wise|Iziaslav I|P|P|A|A|A|P|A|P|A|None|1054|Confident|||False
Crisisdb|Power Transitions||Power Transition|Gurjar-Pratihara Dynasty|in_gurjara_pratihara_dyn|in_gurjara_pratihara_dyn|Trilochanapala|Yasahpala|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|1027|Confident|||False
Crisisdb|Power Transitions||Power Transition|Chandra Dynasty|bd_chandra_dyn|BdChandra|Govindacandra|end of dynasty/polity|SU|SU|SU|SU|SU|SU|SU|SU|SU||1050|Confident|||False
Crisisdb|Power Transitions||Power Transition|Fatimid Caliphate|tn_fatimid_cal|TnFatim|Al-Zahir|Al-Mustansir|A|A|A|A|A|A|A|A|A|None|1036|Confident|||False
Crisisdb|Power Transitions||Power Transition|Northern Song|cn_northern_song_dyn|CnNSong|Renzong of Song (Zhao Zen, Chao Chen, Jen Tsung)|Yingzong of Song (Zhao Zongshi, Chao Tsung-shih, Ying Tsung)|A|A|A|A|A|A|A|A|A|None|1063|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|John XIX (Romanus of Tusculum)|Benedict IX (Theophylact III of Tusculum)|P|A|A|P|A|A|A|A|A|None|1032|Confident|||False
Crisisdb|Power Transitions||Power Transition|Holy Roman Empire - Ottonian-Salian Dynasty|de_empire_1|de_empire_1|Conrad II|Henry III|A|A|A|A|A|A|A|A|A|None|1039|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire II|tr_byzantine_emp_2|TrByzM2|Constantine VIII|Romanus III Argyrus|A|A|A|A|A|A|A|A|A|None|1028|Confident|||False
Crisisdb|Power Transitions||Power Transition|Polish Kingdom - Piast Dynasty|pl_piast_dyn_1|PlPoliK|Mieszko II Lambert|Casimir I the Restorer|P|P|IP|P|A|IP|A|P|P||1034|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ghur Principality|af_ghur_principality|AfGhurd|Abu Ali|Abbas|P|IA|IA|IA|IA|IA|IA|IA|||1035|Confident|||False
Crisisdb|Power Transitions||Power Transition|Pala Empire|in_pala_emp|InPala|Mahipala I|Nayapala|A|A|A|A|A|A|A|A|||1041|Confident|||False
Crisisdb|Power Transitions||Power Transition|Gurjar-Pratihara Dynasty|in_gurjara_pratihara_dyn|in_gurjara_pratihara_dyn|Yasahpala|end of polity|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|1036|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire II|tr_byzantine_emp_2|TrByzM2|Romanus III Argyrus|Michael IV, the Paphlagonian|P|P|P|P|A|A|A|P|A|None|1034|Confident|||False
Crisisdb|Power Transitions||Power Transition|Proto-French Kingdom|fr_capetian_k_1|FrCaptE|Henry I|Philip I|A|A|A|A|A|A|A|A|A|None|1060|Confident|||False
Crisisdb|Power Transitions||Power Transition|Buyid Confederation|ir_buyid_confederation|IrBuyid|Al-Qaim|Al-Qaim|A|A|A|A|A|A|A|IP|A|None|1075|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|Benedict IX (Theophylact III of Tusculum)|Gregory VI (John Gratian)|P|P|A|P|P|P|A|A|A|None|1045|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire II|tr_byzantine_emp_2|TrByzM2|Michael IV, the Paphlagonian|Michael V, Calaphates and Zoe|A|A|A|A|A|A|A|A|A|None|1041|Confident|||False
Crisisdb|Power Transitions||Power Transition|Anglo-Saxon England II|gb_anglo_saxon_2|gb_england_k|Harold I ('Harefoot')|Harthacnut|IA|A|A|IA|IA|IA|IA|IA|IA|None|1040|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ghur Principality|af_ghur_principality|AfGhurd|ʿAbbās b. Šīṯ|Moḥammad b. ʿAbbās|P|IA|P|IA|IA|IA|IA|P|||1060|Confident|||False
Crisisdb|Power Transitions||Power Transition|Heian|jp_heian|JpHeian|Go-Suzaku|Go-Reizei|A|A|A|A|A|A|A|A|A|None|1045|Confident|||False
Crisisdb|Power Transitions||Power Transition|Fatimid Caliphate|tn_fatimid_cal|TnFatim|Al-Mustansir|Al-Mustali|P|A|A|P|P|A|A|P|A|None|1094|Confident|||False
Crisisdb|Power Transitions||Power Transition|Hungary Kingdom - Árpád Dynasty|hu_arpad_dyn|hu_arpad_dyn|Peter|Samuel Aba|P|P|A|P|A|A|A|A|A||1041|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Holy Roman Empire - Ottonian-Salian Dynasty|de_empire_1|de_empire_1|Henry III|Henry IV|P|A|A|P|P|A|A|A|A|None|1056|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Polish Kingdom - Piast Dynasty|pl_piast_dyn_1|PlPoliK|Casimir I the Restorer|Bolesław II the Bold|A|A|A|A|A|A|A|A|A||1058|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Anglo-Saxon England II|gb_anglo_saxon_2|gb_england_k|Harthacnut|Edward ('the Confessor')|IA|A|A|IA|IA|IA|IA|IA|IA|None|1042|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire II|tr_byzantine_emp_2|TrByzM2|Michael V, Calaphates and Zoe|Constantine IX Monomachus|P|P|A|P|A|P|A|A|A|None|1042|Confident|||False
Crisisdb|Power Transitions||Power Transition|Hungary Kingdom - Árpád Dynasty|hu_arpad_dyn|hu_arpad_dyn|Samuel Aba|Peter (Second Reign)|P|P|P|P|A|A|A|P|P||1044|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Pala Empire|in_pala_emp|InPala|Nayapala|Vigrahapala III|A|A|A|A|A|A|A|A|||1067|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire II|tr_byzantine_emp_2|TrByzM2|Constantine IX Monomachus|Theodora (queen)|A|A|A|A|A|A|A|A|A|None|1055|Confident|||False
Crisisdb|Power Transitions||Power Transition|Anglo-Saxon England II|gb_anglo_saxon_2|gb_england_k|Edward ('the Confessor')|Harold II|P|A|A|P|IA|IA|IA|P|IA|None|1066|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Classic Tana|tz_tana|tz_tana|‘Alī b. Dāwūd|al-Ḥasan b. Dāwūd|SU|SU|SU|SU|SU|SU|SU|SU|SU||1106|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ọ̀ràézè Ǹrì|ni_nri_k|ni_nri_k|Eze Nri Ifikuanim|Eze Nri Buife|A|A|A|P|A|A|A|P|P||1158|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Hungary Kingdom - Árpád Dynasty|hu_arpad_dyn|hu_arpad_dyn|Peter (Second Reign)|Andrew I|P|P|A|P|A|P|A|A|A||1046|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Chola Empire|in_chola_emp|InChol*|Rajadhiraj I|Rajendra II|P|P|A||A|A|P|P|SU||1052|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|Gregory VI (John Gratian)|Benedict IX (Theophylact III of Tusculum)|P|P|A|IP|A|P|A|P|A|None|1046|Confident|||False
Crisisdb|Power Transitions||Power Transition|Heian|jp_heian|JpHeian|Go-Reizei|Go-Sanjō|A|A|A|A|A|A|A|A|A|None|1068|Confident|||False
Crisisdb|Power Transitions||Power Transition|Hungary Kingdom - Árpád Dynasty|hu_arpad_dyn|hu_arpad_dyn|Andrew I|Béla I|P|P|IP|P|A|A|A|P|P||1060|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|Benedict IX (Theophylact III of Tusculum)|Damasus II (Poppo of Brixen)|P|P|A|A|A|A|A|P|A|None|1048|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|Damasus II (Poppo of Brixen)|Leo IX (Bruno of Egisheim)|P|A|A|P|A|A|A|A|A|None|1049|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|Leo IX (Bruno of Egisheim)|Victor II (Gebhard of Dollnstein-Hirschberg)|P|A|A|P|A|A|A|A|A|None|1054|Confident|||False
Crisisdb|Power Transitions||Power Transition|Classical Angkor|kh_angkor_2|KhAngkC|Udayādityavarman II|Harsavarman III|SU|IA|IA|SU|SU|SU|SU|SU|SU|None|1066|Confident|||False
Crisisdb|Power Transitions||Power Transition|Chola Empire|in_chola_emp|InChol*|Rajendra II|Vir Rajendra|P|A|A||A|A||P|SU||1064|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kievan Rus|ua_kievan_rus|UaKiev1|Iziaslav I|Sviatoslav II|P|P|A|A|A|A|A|P|A|None|1073|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire II|tr_byzantine_emp_2|TrByzM2|Theodora (queen)|Michael VI, Stratioticus|A|A|A|A|A|A|A|A|A|None|1056|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|Victor II (Gebhard of Dollnstein-Hirschberg)|Stephen IX (Frederick of Lorraine)|A|A|A|A|A|A|A|A|A|None|1057|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire II|tr_byzantine_emp_2|TrByzM2|Michael VI, Stratioticus|Isaac I Comnenus|P|P|A|A|P|A|A|A|A|None|1057|Confident|||False
Crisisdb|Power Transitions||Power Transition|Seljuk Sultanate|ir_seljuk_sultanate|IrSeljq|Al-Qaim|Al-Muqtadi|A|A|A|A|A|A|A|IP|A|None|1075|Confident|||False
Crisisdb|Power Transitions||Power Transition|Holy Roman Empire - Ottonian-Salian Dynasty|de_empire_1|de_empire_1|Henry IV|Henry V|P|P|A|P|P|A|A|A|A|None|1106|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|Stephen IX (Frederick of Lorraine)|Nicholas II (Gerard of Lorraine)|P|P|A|P|P|A|A|P|A|None|1058|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire II|tr_byzantine_emp_2|TrByzM2|Isaac I Comnenus|Constantine X Ducas|P|A|A|IP|A|A|A|A|A|None|1059|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|Nicholas II (Gerard of Lorraine)|Alexander II (Anselm of Baggio)|P|A|A|A|A|IP|A|A|IP|None|1061|Confident|||False
