SourcePolityLongName,SuccessorPolityLongName,SourcePolityID,SuccessorPolityID,SuccessionType,Rationale,Citation,ChainOfThought,ModelID,ModelFingerprint,ModelTimestamp
Hmong - Early Chinese,Republic of China,cn_hmong_2,cn_chinese_rep,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Hmong - Late Qing,Hmong - Early Chinese,cn_hmong_1,cn_hmong_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Hohokam Culture,,us_hohokam_culture,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Holy Roman Empire - Fragmented Period,Holy Roman Empire - Minor Imperial States I,de_empire_3,de_empire_minor_1,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Holy Roman Empire - Fragmented Period,Austria - Habsburg Dynasty I,de_empire_3,at_habsburg_1,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Holy Roman Empire - Hohenstaufen Faction,Holy Roman Empire - Hohenstaufen and Welf Dynasties,de_empire_2_sub,de_empire_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Holy Roman Empire - Hohenstaufen and Welf Dynasties,Holy Roman Empire - Fragmented Period,de_empire_2,de_empire_3,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Holy Roman Empire - Minor Imperial States I,Holy Roman Empire - Minor Imperial States II,de_empire_minor_1,de_empire_minor_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Holy Roman Empire - Minor Imperial States II,Brandenburg-Prussia,de_empire_minor_2,de_hohenzollern_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Holy Roman Empire - Minor Imperial States II,Austria - Habsburg Dynasty II,de_empire_minor_2,at_habsburg_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Holy Roman Empire - Minor Imperial States II,Electorate of Bavaria,de_empire_minor_2,de_bavaria_1,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Holy Roman Empire - Ottonian-Salian Dynasty,Holy Roman Empire - Hohenstaufen and Welf Dynasties,de_empire_1,de_empire_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Hoysala Kingdom,Delhi Sultanate,in_hoysala_k,in_delhi_sultanate,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Hoysala Kingdom,Vijayanagara Empire,in_hoysala_k,in_vijayanagara_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Hungary Kingdom - Anjou and Later Dynasties,Ottoman Empire II,hu_later_dyn,tr_ottoman_emp_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Hungary Kingdom - Anjou and Later Dynasties,Austria - Habsburg Dynasty I,hu_later_dyn,at_habsburg_1,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Hungary Kingdom - Anjou and Later Dynasties,Principality of Transylvania,hu_later_dyn,ro_transylvania_principality,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Hungary Kingdom - Árpád Dynasty,Hungary Kingdom - Anjou and Later Dynasties,hu_arpad_dyn,hu_later_dyn,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Iban - Brooke Raj and Colonial,,id_iban_2,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Iban - Pre-Brooke,Iban - Brooke Raj and Colonial,id_iban_1,id_iban_2,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Icelandic Commonwealth,Kingdom of Norway II,is_icelandic_commonwealth,no_norway_k_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Idrisids,Fatimid Caliphate,ma_idrisid_dyn,tn_fatimid_cal,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Ifat Sultanate,Adal Sultanate,so_ifat_sultanate,so_adal_sultanate,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Igala,British Empire II,ni_igala_k,gb_british_emp_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Igodomingodo,Benin Empire,ni_igodomingodo,ni_benin_emp,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Ilkhanate,Jayarid Khanate,ir_il_khanate,ir_jayarid_khanate,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Ilkhanate,Ak Koyunlu,ir_il_khanate,ir_ak_koyunlu,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Ilú-ọba Ọ̀yọ́,Sokoto Caliphate,ni_oyo_emp_2,ni_sokoto_cal,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Imamate of Futa Toro,Napoleonic France,se_futa_toro_imamate,fr_france_napoleonic,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Imamate of Oman and Muscat,British Empire II,om_busaidi_imamate_1,gb_british_emp_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Inca Empire,Spanish Empire I,pe_inca_emp,es_spanish_emp_1,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Indo-Greek Kingdom,Indo-Parthian Kingdom,pk_indo_greek_k,pk_indo_parthian_k,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Indo-Greek Kingdom,Kushan Empire,pk_indo_greek_k,af_kushan_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Indo-Parthian Kingdom,Kushan Empire,pk_indo_parthian_k,af_kushan_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Initial Formative Basin of Mexico,Early Formative Basin of Mexico,mx_basin_of_mexico_2,mx_basin_of_mexico_3,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Interwar Austria,Nazi Germany,at_interwar_austria,de_ns_germany,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Iran Pahlavi Dynasty,,ir_pahlavi_dyn,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Iron Age Cambodia,Funan I,kh_cambodia_ia,kh_funan_1,territorial consolidation,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Isaaq Sultanate,British Empire II,so_isaaq_sultanate,gb_british_emp_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Isin-Larsa,Amorite Babylonia,iq_isin_larsa,iq_babylonia_1,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Islamic Republic of Pakistan,,pk_pakistan_islamic_rep,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Italian Kingdom Late Antiquity,Ostrogothic Kingdom,it_italy_k,it_ostrogoth_k,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Italian Republic Restoration Period,Papal States - Renaissance Period,it_republic_restoration,it_papal_state_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Jaffna,Portuguese Empire - Renaissance Period,sl_jaffa_k,pt_portuguese_emp_1,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Japan,,jp_japan_contemporary,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Japan - Azuchi-Momoyama,Tokugawa Shogunate,jp_azuchi_momoyama,jp_tokugawa_shogunate,territorial consolidation,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Japan - Early Jomon,Japan - Middle Jomon,jp_jomon_3,jp_jomon_4,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Japan - Final Jomon,Kansai - Yayoi Period,jp_jomon_6,jp_yayoi,population replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Japan - Incipient Jomon,Japan - Initial Jomon,jp_jomon_1,jp_jomon_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Japan - Initial Jomon,Japan - Early Jomon,jp_jomon_2,jp_jomon_3,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Japan - Late Jomon,Japan - Final Jomon,jp_jomon_5,jp_jomon_6,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Japan - Middle Jomon,Japan - Late Jomon,jp_jomon_4,jp_jomon_5,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Java - Buni Culture,,id_buni,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Jayarid Khanate,Timurid Empire,ir_jayarid_khanate,uz_timurid_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Jenne-jeno I,Jenne-jeno II,ml_jenne_jeno_1,ml_jenne_jeno_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Jenne-jeno II,Jenne-jeno III,ml_jenne_jeno_2,ml_jenne_jeno_3,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Jenne-jeno III,Jenne-jeno IV,ml_jenne_jeno_3,ml_jenne_jeno_4,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Jenne-jeno IV,Mali Empire,ml_jenne_jeno_4,ml_mali_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Jin,Early Wei Dynasty,cn_jin_spring_and_autumn,cn_wei_dyn_warring_states,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Jin Dynasty,Mongol Empire,cn_later_great_jin,mn_mongol_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Jolof Empire,Kingdom of Jolof,se_jolof_emp,se_jolof_k,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Jolof Empire,Kingdom of Cayor,se_jolof_emp,se_cayor_k,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Jolof Empire,Kingdom of Baol,se_jolof_emp,se_baol_k,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Joseon Dynasty,,kr_joseon,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kaabu,Futa Jallon,gm_kaabu_emp,gu_futa_jallon,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kachi Plain - Aceramic Neolithic,Kachi Plain - Ceramic Neolithic,pk_kachi_enl,pk_kachi_lnl,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kachi Plain - Ceramic Neolithic,Kachi Plain - Chalcolithic,pk_kachi_lnl,pk_kachi_ca,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kachi Plain - Chalcolithic,Kachi Plain - Pre-Urban Period,pk_kachi_ca,pk_kachi_pre_urban,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kachi Plain - Post-Urban Period,Kachi Plain - Proto-Historic Period,pk_kachi_post_urban,pk_kachi_proto_historic,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kachi Plain - Pre-Urban Period,Kachi Plain - Urban Period I,pk_kachi_pre_urban,pk_kachi_urban_1,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kachi Plain - Proto-Historic Period,Achaemenid Empire,pk_kachi_proto_historic,ir_achaemenid_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kachi Plain - Urban Period I,Kachi Plain - Urban Period II,pk_kachi_urban_1,pk_kachi_urban_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kachi Plain - Urban Period II,Kachi Plain - Post-Urban Period,pk_kachi_urban_2,pk_kachi_post_urban,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kadamba Empire,Chalukyas of Badami,in_kadamba_emp,in_badami_chalukya_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kakatiya Dynasty,Delhi Sultanate,in_kakatiya_dyn,in_delhi_sultanate,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kalabhra Dynasty,Pandya Dynasty,in_kalabhra_dyn,in_pandya_emp_2,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kalabhra Dynasty,Chalukyas of Badami,in_kalabhra_dyn,in_badami_chalukya_emp,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kalabhra Dynasty,Late Pallava Empire,in_kalabhra_dyn,in_pallava_emp_2,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kalachuris of Kalyani,Chalukyas of Kalyani,in_kalachuri_emp,in_kalyani_chalukya_emp,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kalingga Kingdom,Medang Kingdom,id_kalingga_k,id_medang_k,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kalmar Union,Kingdom of Sweden II,sv_kalmar_union,sv_swedish_k_2,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kalmar Union,Denmark-Norway,sv_kalmar_union,dk_denmark_norway,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kamakura Shogunate,Ashikaga Shogunate,jp_kamakura,jp_ashikaga,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kamarupa Kingdom,,in_kamarupa_k,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kampili Kingdom,Delhi Sultanate,in_kampili_k,in_delhi_sultanate,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kanem,Kanem-Borno,cd_kanem,ni_bornu_emp,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kanem Empire,Kanem-Borno,td_kanem,ni_bornu_emp,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kanem-Borno,British Empire II,ni_bornu_emp,gb_british_emp_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kanem-Borno,Modern France I,ni_bornu_emp,fr_france_modern_1,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kanem-Borno,Germany - Hohenzollern Dynasty,ni_bornu_emp,de_hohenzollern_3,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kangju,Chionites,uz_kangju,kz_chionite,population replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kangju,Yueban,uz_kangju,kz_yueban,population replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kannauj - Varman Dynasty,Gurjar-Pratihara Dynasty,in_kannauj_varman_dyn,in_gurjara_pratihara_dyn,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kansai - Kofun Period,Asuka,jp_kofun,jp_asuka,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kansai - Yayoi Period,Kansai - Kofun Period,jp_yayoi,jp_kofun,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kara Khitai Khanate,Mongol Empire,tm_kara_khitai_khanate,mn_mongol_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kara-Khanids,Kara Khitai Khanate,kg_kara_khanid_dyn,tm_kara_khitai_khanate,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Karagwe,Germany - Hohenzollern Dynasty,tz_karagwe_k,de_hohenzollern_3,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Karkota Dynasty,Kashmiri Sultanate,in_karkota_dyn,in_kashmiri_sultanate,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kashmiri Sultanate,Mughal Empire,in_kashmiri_sultanate,in_mughal_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kassite Babylonia,Elam - Shutrukid Period,iq_babylonia_2,ir_elam_7,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kassite Babylonia,Second Dynasty of Isin,iq_babylonia_2,iq_isin_dynasty2,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kazakh Khanate I,Kazakh Khanate II,kz_kazakh_khanate_1,kz_kazakh_khanate_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kazakh Khanate II,"Russian Empire, Romanov Dynasty II",kz_kazakh_khanate_2,ru_romanov_dyn_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kazan Khanate,"Grand Principality of Moscow, Rurikid Dynasty",ru_kazan_khanate,ru_moskva_rurik_dyn,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Kediri Kingdom,,id_kediri_k,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Khadga Dynasty,Pala Empire,bd_khadga_dyn,in_pala_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Khanate of Bukhara,Durrani Empire,uz_janid_dyn,af_durrani_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Khanates of the Caucasus,"Russian Empire, Romanov Dynasty II",az_caucasus_khanates,ru_romanov_dyn_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
Khazar Empire,Kievan Rus,ru_khazar_emp,ua_kievan_rus,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T14:54:02.727283+00:00
