NGA|Polity|Section|Subsection|Variable|Value.From|Value.To|Date.From|Date.To|Fact.Type|Value.Note|Date.Note
Crete|GrCrHel|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|absent||||simple|simple|
Crete|GrCrHel|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|absent||||simple|simple|
Crete|GrCrHel|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|absent||||simple|simple|
Crete|GrCrHel|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|present||||simple|simple|
Crete|GrCrHel|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|present||||simple|simple|
Crete|GrCrMPa|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|inferred present||||simple|simple|
Crete|GrCrMPa|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|absent||||simple|simple|
Crete|GrCrMPa|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|inferred absent||||simple|simple|
Crete|GrCrMPa|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|inferred absent||||simple|simple|
Crete|GrCrMPa|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|inferred absent||||simple|simple|
Crete|GrCrNPa|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|inferred present||||simple|simple|
Crete|GrCrNPa|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|inferred present||||simple|simple|
Crete|GrCrNPa|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|inferred absent||||simple|simple|
Crete|GrCrNPa|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|inferred absent||||simple|simple|
Crete|GrCrNPa|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|inferred absent||||simple|simple|
Crete|GrCrOPa|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|inferred present||||simple|simple|
Crete|GrCrOPa|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|inferred absent||||simple|simple|
Crete|GrCrOPa|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|inferred absent||||simple|simple|
Crete|GrCrOPa|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|inferred absent||||simple|simple|
Crete|GrCrPPa|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|inferred present||||simple|simple|
Crete|GrCrPPa|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|absent||||simple|simple|
Crete|GrCrPPa|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|inferred absent||||simple|simple|
Crete|GrCrPPa|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|inferred absent||||simple|simple|
Big Island Hawaii|Hawaii1|Institutional Variables|Limits on Power of the Chief Executive|Constraint on executive by non-government|inferred present||||simple|simple|
Big Island Hawaii|Hawaii1|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|suspected unknown||||simple|simple|
Big Island Hawaii|Hawaii1|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|suspected unknown||||simple|simple|
Big Island Hawaii|Hawaii1|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|absent||||simple|simple|
Big Island Hawaii|Hawaii1|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|absent||||simple|simple|
Big Island Hawaii|Hawaii1|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|suspected unknown||||simple|simple|
Big Island Hawaii|Hawaii1|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|suspected unknown||||simple|simple|
Big Island Hawaii|Hawaii1|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Big Island Hawaii|Hawaii1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|inferred absent||||simple|simple|
Big Island Hawaii|Hawaii1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|inferred absent||||simple|simple|
Big Island Hawaii|Hawaii1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|inferred absent||||simple|simple|
Big Island Hawaii|Hawaii1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Big Island Hawaii|Hawaii1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Big Island Hawaii|Hawaii1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Big Island Hawaii|Hawaii1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|simple|
Big Island Hawaii|Hawaii1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|inferred absent||||simple|simple|
Big Island Hawaii|Hawaii1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|inferred present||||simple|simple|
Big Island Hawaii|Hawaii1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|inferred present||||simple|simple|
Big Island Hawaii|Hawaii2|Institutional Variables|Limits on Power of the Chief Executive|Impeachment|inferred absent||||simple|simple|
Big Island Hawaii|Hawaii2|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|suspected unknown||||simple|simple|
Big Island Hawaii|Hawaii2|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|suspected unknown||||simple|simple|
Big Island Hawaii|Hawaii2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|suspected unknown||||simple|simple|
Big Island Hawaii|Hawaii2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|suspected unknown||||simple|simple|
Big Island Hawaii|Hawaii2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|suspected unknown||||simple|simple|
Big Island Hawaii|Hawaii2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|suspected unknown||||simple|simple|
Big Island Hawaii|Hawaii2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Big Island Hawaii|Hawaii2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|inferred absent||||simple|simple|
Big Island Hawaii|Hawaii2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|inferred absent||||simple|simple|
Big Island Hawaii|Hawaii2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|inferred absent||||simple|simple|
Big Island Hawaii|Hawaii2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Big Island Hawaii|Hawaii2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Big Island Hawaii|Hawaii2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Big Island Hawaii|Hawaii2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|simple|
Big Island Hawaii|Hawaii2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|inferred absent||||simple|simple|
Big Island Hawaii|Hawaii2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|inferred present||||simple|simple|
Big Island Hawaii|Hawaii2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|inferred present||||simple|simple|
Big Island Hawaii|Hawaii3|Institutional Variables|Limits on Power of the Chief Executive|Constraint on executive by government|inferred absent||||simple|simple|
Big Island Hawaii|Hawaii3|Institutional Variables|Limits on Power of the Chief Executive|Constraint on executive by non-government|inferred absent||||simple|simple|
Big Island Hawaii|Hawaii3|Institutional Variables|Limits on Power of the Chief Executive|Impeachment|inferred absent||||simple|simple|
Big Island Hawaii|Hawaii3|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|inferred present||||simple|simple|
Big Island Hawaii|Hawaii3|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|suspected unknown||||simple|simple|
Big Island Hawaii|Hawaii3|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|suspected unknown||||simple|simple|
Big Island Hawaii|Hawaii3|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|suspected unknown||||simple|simple|
Big Island Hawaii|Hawaii3|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|suspected unknown||||simple|simple|
Big Island Hawaii|Hawaii3|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|suspected unknown||||simple|simple|
Big Island Hawaii|Hawaii3|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Big Island Hawaii|Hawaii3|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|inferred absent||||simple|simple|
Big Island Hawaii|Hawaii3|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|inferred absent||||simple|simple|
Big Island Hawaii|Hawaii3|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|inferred absent||||simple|simple|
Big Island Hawaii|Hawaii3|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Big Island Hawaii|Hawaii3|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Big Island Hawaii|Hawaii3|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Big Island Hawaii|Hawaii3|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|simple|
Big Island Hawaii|Hawaii3|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|inferred absent||||simple|simple|
